182	11.5
183	10.0
184	16.0
185	15.0
186	15.0
187	14.0
188	141.33333333333331
189	107.83333333333334
190	78.08333333333334
191	29.333333333333332
192	56.166666666666664
193	50.0
194	93.0
195	48.666666666666664
196	42.25
197	15.0
198	219.5
199	11.5
200	35.0
201	29.5
202	19.0
203	78.0
204	72.5
205	36.5
206	10.5
207	38.0
208	27.0
209	12.833333333333332
210	9.0
211	14.0
212	20.0
213	21.0
214	137.16666666666666
215	103.0
216	139.83333333333331
217	68.0
218	96.5
219	114.0
220	106.5
221	25.5
222	148.0
223	50.333333333333336
224	24.5
225	69.5
226	21.0
227	31.5
228	21.0
229	28.0
230	24.5
231	18.5
232	20.0
233	10.0
234	21.0
235	14.0
236	12.5
237	10.5
238	85.16666666666667
239	348.8333333333333
240	78.33333333333334
241	66.66666666666667
242	90.0
243	44.5
244	90.5
245	42.5
246	18.5
247	41.0
248	81.0
249	74.5
250	35.0
251	29.5
252	41.0
253	20.0
254	13.5
255	25.5
256	21.0
257	27.0
258	21.0
259	17.0
260	25.5
261	15.0
262	14.0
263	21.0
264	15.0
265	15.0
266	15.0
267	8.0
268	20.0
269	20.0
270	12.5
271	15.0
272	12.5
273	155.5
274	221.83333333333334
275	118.16666666666667
276	55.5
277	29.333333333333332
278	112.33333333333333
279	209.5
280	71.0
281	53.0
282	18.0
283	46.166666666666664
284	161.5
285	34.0
286	61.5
287	49.0
288	71.0
289	33.5
290	54.0
291	60.0
292	23.0
293	23.5
294	31.5
295	18.5
296	31.5
297	9.833333333333332
298	18.5
299	14.0
300	25.5
301	21.0
302	24.5
303	14.0
304	35.0
305	11.0
306	15.0
307	14.0
308	10.5
309	9.0
310	10.5
311	138.0
312	24.5
313	39.0
314	80.0
315	65.0
316	75.5
317	21.0
318	26.166666666666668
319	25.5
320	31.5
321	34.0
322	16.0
323	20.0
324	30.5
325	44.0
326	15.0
327	14.0
328	14.0
329	15.0
330	125.5
331	26.0
332	20.0
333	40.0
334	54.0
335	14.0
336	25.0
337	68.5
338	92.16666666666666
339	27.5
340	40.5
341	33.5
342	18.0
343	47.5
344	70.5
345	35.0
346	10.0
347	25.5
348	17.5
349	10.0
350	17.0
351	15.0
352	14.0
353	20.0
354	13.0
355	14.0
356	23.5
357	10.0
358	16.0
359	14.0
360	194.5
361	214.5
362	41.5
363	42.5
364	17.5
365	25.5
366	24.5
367	17.0
368	19.0
369	14.0
370	44.0
371	11.5
372	14.0
373	17.0
374	27.0
375	13.0
376	11.5
377	44.0
378	86.5
379	20.0
380	21.0
381	12.5
382	14.0
383	14.0
384	21.0
385	14.0
386	14.0
387	15.0
388	58.5
389	130.5
390	14.0
391	28.0
392	15.0
393	86.0
394	28.0
395	21.0
396	20.0
397	14.0
398	36.0
399	18.5
400	34.0
401	15.0
402	14.0
403	14.0
404	20.0
405	35.0
406	35.0
407	21.0
408	116.0
409	21.0
410	28.0
411	14.0
412	12.5
413	21.0
414	73.5
415	35.0
416	18.5
417	18.5
418	15.0
419	15.0
420	14.0
421	15.0
422	54.0
423	43.0
424	21.0
425	15.0
426	75.0
427	62.5
428	20.0
429	20.0
430	14.0
431	14.0
432	15.0
433	27.0
434	28.0
435	14.0
436	21.0
437	15.0
438	36.0
439	21.0
440	35.0
441	20.0
442	25.5
443	18.5
444	21.0
445	15.0
446	17.5
447	15.0
448	28.0
449	15.0
450	27.0
451	19.0
452	14.0
453	14.0
454	15.0
455	52.0
456	36.0
457	88.5
458	15.0
459	21.0
460	65.0
461	36.0
462	12.5
463	18.5
464	15.0
465	15.0
466	21.0
467	20.0
468	15.0
469	14.0
470	65.0
471	15.0
472	54.0
473	15.0
474	14.0
475	66.0
476	35.0
477	27.0
478	78.0
479	15.0
480	78.0
481	21.0
482	35.0
483	53.0
484	14.0
485	20.0
486	45.0
487	15.0
488	14.0
489	15.0
490	35.0
491	28.0
492	15.0
493	21.0
494	20.0
495	36.0
496	15.0
497	15.0
498	28.0
499	21.0
